fecha,descripcion,monto,tipo,categoria
2025-06-28,Estacionamiento compras semanales,15.86,gasto,Transporte y Comunicaciones
2025-06-28,Concierto o evento cultural,11.48,gasto,Educacion y Ocio
2025-06-29,Metropolitano panadería,16.75,gasto,Transporte y Comunicaciones
2025-06-29,Consulta medica,17.99,gasto,Salud
2025-06-30,Barberia,14.63,gasto,Otros Gastos y Diversos
2025-06-30,Salario mensual empresa XYZ,1082.43,ingreso,Salario
2025-07-01,Taxi compras semanales,18.21,gasto,Transporte y Comunicaciones
2025-07-01,Supermercado bodega,44.75,gasto,Alimentacion (Hogar)
2025-07-02,Metro bodega,46.3,gasto,Alimentacion (Hogar)
2025-07-02,Bus compras semanales,17.17,gasto,Transporte y Comunicaciones
2025-07-02,Tienda,4.84,gasto,Vestido y Calzado
2025-07-02,Cuidado personal,11.31,gasto,Otros Gastos y Diversos
2025-07-02,Cuidado personal,5.46,gasto,Otros Gastos y Diversos
2025-07-03,Comida rapida,7.05,gasto,Alimentacion (Fuera)
2025-07-03,Picanteria,8.34,gasto,Alimentacion (Fuera)
2025-07-04,Artículos de limpieza y hogar,32.15,gasto,Mobiliario y Enseres
2025-07-04,Pasaje compras semanales,14.43,gasto,Transporte y Comunicaciones
2025-07-05,Netflix suscripción mensual,6.75,gasto,Educacion y Ocio
2025-07-05,Consulta medica,6.35,gasto,Salud
2025-07-05,Vitaminas,6.66,gasto,Salud
2025-07-05,Regalo,15.32,gasto,Otros Gastos y Diversos
2025-07-06,Spotify suscripción mensual,7.06,gasto,Educacion y Ocio
2025-07-06,Metropolitano panadería,10.74,gasto,Transporte y Comunicaciones
2025-07-07,Ripley,7.48,gasto,Vestido y Calzado
2025-07-07,Starbucks,8.75,gasto,Alimentacion (Fuera)
2025-07-08,Pago alquiler departamento,71.4,gasto,Vivienda y Servicios
2025-07-08,Arroz compras semanales,31.45,gasto,Alimentacion (Hogar)
2025-07-08,Bembos,11.22,gasto,Alimentacion (Fuera)
2025-07-09,Medicina,5.65,gasto,Salud
2025-07-09,Verduras compras semanales,33.6,gasto,Alimentacion (Hogar)
2025-07-10,Transferencia a familiar,5.4,gasto,Otros Gastos y Diversos
2025-07-10,Zapatos,5.26,gasto,Vestido y Calzado
2025-07-10,Ripley,4.85,gasto,Vestido y Calzado
2025-07-10,Luz del Sur recibo mensual,65.81,gasto,Vivienda y Servicios
2025-07-11,Ropa,5.96,gasto,Vestido y Calzado
2025-07-12,Verduras bodega,36.27,gasto,Alimentacion (Hogar)
2025-07-12,Transferencia a familiar,4.13,gasto,Otros Gastos y Diversos
2025-07-12,Chifa,7.58,gasto,Alimentacion (Fuera)
2025-07-12,Falabella,7.44,gasto,Vestido y Calzado
2025-07-12,Sedapal recibo mensual,71.74,gasto,Vivienda y Servicios
2025-07-13,Anticuchos,10.11,gasto,Alimentacion (Fuera)
2025-07-13,Falabella,2.82,gasto,Vestido y Calzado
2025-07-13,Pasaje panadería,11.47,gasto,Transporte y Comunicaciones
2025-07-14,Peluqueria,12.07,gasto,Otros Gastos y Diversos
2025-07-14,Farmacia inkafarma,5.32,gasto,Salud
2025-07-15,Gratificación legal Julio,1082.43,ingreso,Salario
2025-07-15,Oechsle,5.24,gasto,Vestido y Calzado
2025-07-15,Ingreso por horas extra,112.45,ingreso,Salario
2025-07-15,Estacionamiento compras semanales,12.65,gasto,Transporte y Comunicaciones
2025-07-15,Claro internet y telefono,68.21,gasto,Vivienda y Servicios
2025-07-17,Consulta medica,5.19,gasto,Salud
2025-07-17,Supermercado bodega,43.01,gasto,Alimentacion (Hogar)
2025-07-19,Gasolina bodega,14.12,gasto,Transporte y Comunicaciones
2025-07-19,Maquillaje,7.45,gasto,Vestido y Calzado
2025-07-20,Gimnasio cuota mensual,7.48,gasto,Educacion y Ocio
2025-07-21,Pasaje bodega,14.77,gasto,Transporte y Comunicaciones
2025-07-21,Pollo a la brasa,6.64,gasto,Alimentacion (Fuera)
2025-07-21,Barberia,14.82,gasto,Otros Gastos y Diversos
2025-07-21,Farmacia inkafarma,4.25,gasto,Salud
2025-07-21,Consulta medica,2.92,gasto,Salud
2025-07-22,Venta de muebles usados,74.96,ingreso,Otros Ingresos
2025-07-22,Bembos,6.89,gasto,Alimentacion (Fuera)
2025-07-22,Frutas bodega,34.82,gasto,Alimentacion (Hogar)
2025-07-22,Comida rapida,8.34,gasto,Alimentacion (Fuera)
2025-07-22,Estacionamiento bodega,12.23,gasto,Transporte y Comunicaciones
2025-07-22,Regalo,8.87,gasto,Otros Gastos y Diversos
2025-07-23,Ropa,7.24,gasto,Vestido y Calzado
2025-07-24,Vitaminas,4.28,gasto,Salud
2025-07-24,Bodega panadería,29.3,gasto,Alimentacion (Hogar)
2025-07-24,Zapatos,6.29,gasto,Vestido y Calzado
2025-07-24,Farmacia mifarma,7.86,gasto,Salud
2025-07-25,Perfume,4.12,gasto,Vestido y Calzado
2025-07-25,Starbucks,12.9,gasto,Alimentacion (Fuera)
2025-07-25,Gasolina bodega,16.69,gasto,Transporte y Comunicaciones
2025-07-26,Gasolina panadería,13.65,gasto,Transporte y Comunicaciones
2025-07-26,Consulta medica,7.6,gasto,Salud
2025-07-27,Compra de libros o material educativo,10.26,gasto,Educacion y Ocio
2025-07-27,Leche bodega,26.13,gasto,Alimentacion (Hogar)
2025-07-30,Salario mensual empresa XYZ,1082.43,ingreso,Salario
2025-07-30,Ropa,2.32,gasto,Vestido y Calzado
2025-07-30,Compra de libros o material educativo,14.17,gasto,Educacion y Ocio
2025-07-31,Consulta medica,7.47,gasto,Salud
2025-08-01,Comida rapida,10.74,gasto,Alimentacion (Fuera)
2025-08-01,Mass bodega,61.18,gasto,Alimentacion (Hogar)
2025-08-04,Ingreso por horas extra,57.53,ingreso,Salario
2025-08-04,Supermercado bodega,38.87,gasto,Alimentacion (Hogar)
2025-08-04,Tienda,5.01,gasto,Vestido y Calzado
2025-08-04,Accesorio,5.55,gasto,Vestido y Calzado
2025-08-05,Barberia,7.1,gasto,Otros Gastos y Diversos
2025-08-05,Metropolitano panadería,21.01,gasto,Transporte y Comunicaciones
2025-08-05,Netflix suscripción mensual,7.43,gasto,Educacion y Ocio
2025-08-06,Spotify suscripción mensual,6.99,gasto,Educacion y Ocio
2025-08-07,Anticuchos,8.74,gasto,Alimentacion (Fuera)
2025-08-07,Uber compras semanales,24.81,gasto,Transporte y Comunicaciones
2025-08-07,Regalo,4.14,gasto,Otros Gastos y Diversos
2025-08-07,Frutas compras semanales,51.94,gasto,Alimentacion (Hogar)
2025-08-08,Taxi bodega,25.21,gasto,Transporte y Comunicaciones
2025-08-08,Chifa,10.67,gasto,Alimentacion (Fuera)
2025-08-08,Pago alquiler departamento,65.54,gasto,Vivienda y Servicios
2025-08-09,Cuidado personal,8.01,gasto,Otros Gastos y Diversos
2025-08-10,Luz del Sur recibo mensual,61.23,gasto,Vivienda y Servicios
2025-08-10,Artículos de limpieza y hogar,31.61,gasto,Mobiliario y Enseres
2025-08-11,Venta de libros usados,38.35,ingreso,Otros Ingresos
2025-08-12,Sedapal recibo mensual,73.31,gasto,Vivienda y Servicios
2025-08-12,Metro compras semanales,66.23,gasto,Alimentacion (Hogar)
2025-08-12,Maquillaje,11.25,gasto,Vestido y Calzado
2025-08-13,Anticuchos,7.99,gasto,Alimentacion (Fuera)
2025-08-14,Medicina,7.68,gasto,Salud
2025-08-14,Accesorio,3.83,gasto,Vestido y Calzado
2025-08-14,Pasaje bodega,22.2,gasto,Transporte y Comunicaciones
2025-08-14,Chifa,7.07,gasto,Alimentacion (Fuera)
2025-08-15,Peluqueria,4.66,gasto,Otros Gastos y Diversos
2025-08-15,Analisis laboratorio,9.01,gasto,Salud
2025-08-15,Claro internet y telefono,69.73,gasto,Vivienda y Servicios
2025-08-16,Cuidado personal,6.56,gasto,Otros Gastos y Diversos
2025-08-16,Donacion,6.45,gasto,Otros Gastos y Diversos
2025-08-16,Zapatos,9.42,gasto,Vestido y Calzado
2025-08-17,Regalo,6.52,gasto,Otros Gastos y Diversos
2025-08-19,Regalo,3.85,gasto,Otros Gastos y Diversos
2025-08-19,Frutas compras semanales,62.5,gasto,Alimentacion (Hogar)
2025-08-20,Oechsle,12.48,gasto,Vestido y Calzado
2025-08-20,Cuidado personal,8.39,gasto,Otros Gastos y Diversos
2025-08-20,Farmacia inkafarma,20.69,gasto,Salud
2025-08-20,Gasolina panadería,28.71,gasto,Transporte y Comunicaciones
2025-08-20,Gimnasio cuota mensual,6.5,gasto,Educacion y Ocio
2025-08-20,Anticuchos,9.88,gasto,Alimentacion (Fuera)
2025-08-20,Ripley,4.92,gasto,Vestido y Calzado
2025-08-21,Verduras bodega,62.3,gasto,Alimentacion (Hogar)
2025-08-21,Almuerzo restaurant,10.27,gasto,Alimentacion (Fuera)
2025-08-21,Bus panadería,27.2,gasto,Transporte y Comunicaciones
2025-08-22,Accesorio,4.61,gasto,Vestido y Calzado
2025-08-23,Barberia,3.72,gasto,Otros Gastos y Diversos
2025-08-24,Consulta medica,19.39,gasto,Salud
2025-08-24,Comida rapida,5.76,gasto,Alimentacion (Fuera)
2025-08-25,Concierto o evento cultural,30.95,gasto,Educacion y Ocio
2025-08-26,Uber panadería,27.28,gasto,Transporte y Comunicaciones
2025-08-26,Picanteria,9.35,gasto,Alimentacion (Fuera)
2025-08-27,Pollo a la brasa,8.1,gasto,Alimentacion (Fuera)
2025-08-27,Barberia,7.74,gasto,Otros Gastos y Diversos
2025-08-28,Bembos,9.08,gasto,Alimentacion (Fuera)
2025-08-29,Barberia,6.62,gasto,Otros Gastos y Diversos
2025-08-30,Salario mensual empresa XYZ,1082.43,ingreso,Salario
2025-08-30,Transferencia a familiar,4.15,gasto,Otros Gastos y Diversos
2025-08-31,Anticuchos,5.81,gasto,Alimentacion (Fuera)
2025-09-01,Bembos,7.6,gasto,Alimentacion (Fuera)
2025-09-01,Comida rapida,9.18,gasto,Alimentacion (Fuera)
2025-09-03,Carniceria bodega,29.48,gasto,Alimentacion (Hogar)
2025-09-03,Estacionamiento compras semanales,19.43,gasto,Transporte y Comunicaciones
2025-09-04,Supermercado bodega,39.25,gasto,Alimentacion (Hogar)
2025-09-04,Tienda,3.24,gasto,Vestido y Calzado
2025-09-04,Gasolina panadería,16.4,gasto,Transporte y Comunicaciones
2025-09-05,Netflix suscripción mensual,7.9,gasto,Educacion y Ocio
2025-09-05,Mass bodega,45.06,gasto,Alimentacion (Hogar)
2025-09-06,Gasolina panadería,28.01,gasto,Transporte y Comunicaciones
2025-09-06,Spotify suscripción mensual,6.94,gasto,Educacion y Ocio
2025-09-07,Peluqueria,22.64,gasto,Otros Gastos y Diversos
2025-09-07,Aceite panadería,42.01,gasto,Alimentacion (Hogar)
2025-09-07,Taxi compras semanales,19.39,gasto,Transporte y Comunicaciones
2025-09-08,Pago alquiler departamento,62.23,gasto,Vivienda y Servicios
2025-09-08,Chifa,10.39,gasto,Alimentacion (Fuera)
2025-09-09,Falabella,3.34,gasto,Vestido y Calzado
2025-09-09,Farmacia inkafarma,3.68,gasto,Salud
2025-09-09,Cuidado personal,14.71,gasto,Otros Gastos y Diversos
2025-09-09,Consulta medica,4.37,gasto,Salud
2025-09-10,Bembos,7.74,gasto,Alimentacion (Fuera)
2025-09-10,Arroz panadería,31.01,gasto,Alimentacion (Hogar)
2025-09-10,Artículos de limpieza y hogar,30.84,gasto,Mobiliario y Enseres
2025-09-10,Luz del Sur recibo mensual,66.63,gasto,Vivienda y Servicios
2025-09-10,Gasolina panadería,26.66,gasto,Transporte y Comunicaciones
2025-09-12,Sedapal recibo mensual,62.65,gasto,Vivienda y Servicios
2025-09-12,Barberia,15.5,gasto,Otros Gastos y Diversos
2025-09-13,Medicina,2.07,gasto,Salud
2025-09-14,Ropa,3.0,gasto,Vestido y Calzado
2025-09-15,Vitaminas,7.17,gasto,Salud
2025-09-15,Claro internet y telefono,73.39,gasto,Vivienda y Servicios
2025-09-15,Pollo a la brasa,10.3,gasto,Alimentacion (Fuera)
2025-09-15,Pollo a la brasa,5.33,gasto,Alimentacion (Fuera)
2025-09-16,Panaderia panadería,46.6,gasto,Alimentacion (Hogar)
2025-09-16,Bus compras semanales,19.36,gasto,Transporte y Comunicaciones
2025-09-17,Consulta medica,4.39,gasto,Salud
2025-09-17,Concierto o evento cultural,15.01,gasto,Educacion y Ocio
2025-09-17,Frutas compras semanales,45.78,gasto,Alimentacion (Hogar)
2025-09-18,Perfume,6.74,gasto,Vestido y Calzado
2025-09-18,Cafe,7.02,gasto,Alimentacion (Fuera)
2025-09-18,Pollo bodega,46.46,gasto,Alimentacion (Hogar)
2025-09-19,Ingreso por horas extra,86.93,ingreso,Salario
2025-09-19,Almuerzo restaurant,5.92,gasto,Alimentacion (Fuera)
2025-09-19,Bembos,8.07,gasto,Alimentacion (Fuera)
2025-09-19,Farmacia inkafarma,6.49,gasto,Salud
2025-09-20,Gimnasio cuota mensual,7.25,gasto,Educacion y Ocio
2025-09-21,Analisis laboratorio,6.98,gasto,Salud
2025-09-21,Cosmetico,5.48,gasto,Vestido y Calzado
2025-09-21,Maquillaje,8.08,gasto,Vestido y Calzado
2025-09-21,Menu,5.44,gasto,Alimentacion (Fuera)
2025-09-22,Saga,2.21,gasto,Vestido y Calzado
2025-09-22,Analisis laboratorio,2.1,gasto,Salud
2025-09-22,Starbucks,9.05,gasto,Alimentacion (Fuera)
2025-09-22,Farmacia mifarma,6.2,gasto,Salud
2025-09-22,Barberia,21.67,gasto,Otros Gastos y Diversos
2025-09-23,Tottus compras semanales,37.35,gasto,Alimentacion (Hogar)
2025-09-24,Ropa,8.16,gasto,Vestido y Calzado
2025-09-24,Medicina,5.44,gasto,Salud
2025-09-24,Ripley,6.66,gasto,Vestido y Calzado
2025-09-24,Concierto o evento cultural,11.46,gasto,Educacion y Ocio
2025-09-25,Anticuchos,5.19,gasto,Alimentacion (Fuera)
2025-09-25,Farmacia mifarma,4.1,gasto,Salud
2025-09-25,Venta de ropa en buen estado,57.96,ingreso,Otros Ingresos
2025-09-26,Cuidado personal,25.06,gasto,Otros Gastos y Diversos
2025-09-27,Farmacia mifarma,6.08,gasto,Salud
2025-09-27,Tienda,2.71,gasto,Vestido y Calzado
2025-09-27,Maquillaje,6.06,gasto,Vestido y Calzado
2025-09-27,Oechsle,8.27,gasto,Vestido y Calzado
2025-09-29,Pasaje compras semanales,23.98,gasto,Transporte y Comunicaciones
2025-09-29,Accesorio,6.24,gasto,Vestido y Calzado
2025-09-30,Salario mensual empresa XYZ,1082.43,ingreso,Salario
2025-10-01,Estacionamiento compras semanales,17.06,gasto,Transporte y Comunicaciones
2025-10-01,Cuidado personal,8.07,gasto,Otros Gastos y Diversos
2025-10-02,Artículos de limpieza y hogar,31.88,gasto,Mobiliario y Enseres
2025-10-02,Peluqueria,4.37,gasto,Otros Gastos y Diversos
2025-10-02,Barberia,7.4,gasto,Otros Gastos y Diversos
2025-10-02,Perfume,7.32,gasto,Vestido y Calzado
2025-10-02,Donacion,7.3,gasto,Otros Gastos y Diversos
2025-10-03,Regalo,4.24,gasto,Otros Gastos y Diversos
2025-10-03,Falabella,2.97,gasto,Vestido y Calzado
2025-10-04,Ropa,7.79,gasto,Vestido y Calzado
2025-10-05,Vitaminas,3.79,gasto,Salud
2025-10-05,Barberia,4.34,gasto,Otros Gastos y Diversos
2025-10-05,Netflix suscripción mensual,7.32,gasto,Educacion y Ocio
2025-10-05,Panaderia panadería,52.07,gasto,Alimentacion (Hogar)
2025-10-06,Metropolitano panadería,24.14,gasto,Transporte y Comunicaciones
2025-10-06,Spotify suscripción mensual,7.02,gasto,Educacion y Ocio
2025-10-06,Accesorio,4.39,gasto,Vestido y Calzado
2025-10-07,Accesorio,4.21,gasto,Vestido y Calzado
2025-10-08,Pago alquiler departamento,62.53,gasto,Vivienda y Servicios
2025-10-09,Starbucks,13.29,gasto,Alimentacion (Fuera)
2025-10-09,Barberia,8.71,gasto,Otros Gastos y Diversos
2025-10-10,Luz del Sur recibo mensual,67.19,gasto,Vivienda y Servicios
2025-10-10,Gasolina panadería,19.06,gasto,Transporte y Comunicaciones
2025-10-10,Ingreso por horas extra,52.19,ingreso,Salario
2025-10-10,Mercado compras semanales,54.97,gasto,Alimentacion (Hogar)
2025-10-12,Cuidado personal,3.05,gasto,Otros Gastos y Diversos
2025-10-12,Sedapal recibo mensual,67.07,gasto,Vivienda y Servicios
2025-10-12,Grifo repsol panadería,16.69,gasto,Transporte y Comunicaciones
2025-10-12,Vitaminas,6.22,gasto,Salud
2025-10-13,Almuerzo restaurant,13.11,gasto,Alimentacion (Fuera)
2025-10-13,Barberia,9.58,gasto,Otros Gastos y Diversos
2025-10-14,Mass compras semanales,58.96,gasto,Alimentacion (Hogar)
2025-10-15,Claro internet y telefono,67.55,gasto,Vivienda y Servicios
2025-10-15,Picanteria,11.0,gasto,Alimentacion (Fuera)
2025-10-15,Menu,13.27,gasto,Alimentacion (Fuera)
2025-10-16,Medicina,2.92,gasto,Salud
2025-10-16,Tienda,7.56,gasto,Vestido y Calzado
2025-10-17,Pollo bodega,32.5,gasto,Alimentacion (Hogar)
2025-10-17,Peluqueria,6.81,gasto,Otros Gastos y Diversos
2025-10-17,Cafe,9.69,gasto,Alimentacion (Fuera)
2025-10-18,Regalo,5.87,gasto,Otros Gastos y Diversos
2025-10-18,Chifa,13.09,gasto,Alimentacion (Fuera)
2025-10-18,Peluqueria,3.57,gasto,Otros Gastos y Diversos
2025-10-19,Accesorio,5.86,gasto,Vestido y Calzado
2025-10-19,Gasolina compras semanales,21.65,gasto,Transporte y Comunicaciones
2025-10-20,Ingreso por freelance proyecto,34.79,ingreso,Freelance
2025-10-20,Pasaje compras semanales,19.35,gasto,Transporte y Comunicaciones
2025-10-20,Transferencia a familiar,5.13,gasto,Otros Gastos y Diversos
2025-10-20,Gimnasio cuota mensual,7.05,gasto,Educacion y Ocio
2025-10-20,Ropa,4.94,gasto,Vestido y Calzado
2025-10-21,Starbucks,9.89,gasto,Alimentacion (Fuera)
2025-10-21,Uber bodega,20.97,gasto,Transporte y Comunicaciones
2025-10-22,Concierto o evento cultural,12.13,gasto,Educacion y Ocio
2025-10-24,Arroz bodega,47.42,gasto,Alimentacion (Hogar)
2025-10-25,Perfume,4.41,gasto,Vestido y Calzado
2025-10-25,Perfume,8.11,gasto,Vestido y Calzado
2025-10-25,Farmacia mifarma,2.66,gasto,Salud
2025-10-26,Mercado compras semanales,48.68,gasto,Alimentacion (Hogar)
2025-10-27,Farmacia mifarma,6.31,gasto,Salud
2025-10-27,Cafe,9.9,gasto,Alimentacion (Fuera)
2025-10-28,Concierto o evento cultural,8.73,gasto,Educacion y Ocio
2025-10-29,Analisis laboratorio,4.82,gasto,Salud
2025-10-29,Medicina,2.37,gasto,Salud
2025-10-29,Market bodega,59.05,gasto,Alimentacion (Hogar)
2025-10-29,Oechsle,3.27,gasto,Vestido y Calzado
2025-10-29,Ripley,8.05,gasto,Vestido y Calzado
2025-10-29,Taxi panadería,21.13,gasto,Transporte y Comunicaciones
2025-10-30,Farmacia inkafarma,4.14,gasto,Salud
2025-10-30,Salario mensual empresa XYZ,1082.43,ingreso,Salario
2025-10-30,Medicina,3.27,gasto,Salud
2025-10-30,Starbucks,7.25,gasto,Alimentacion (Fuera)
2025-10-30,Vitaminas,4.14,gasto,Salud
2025-10-31,Consulta medica,3.69,gasto,Salud
2025-10-31,Farmacia inkafarma,4.08,gasto,Salud
2025-11-01,Artículos de limpieza y hogar,31.67,gasto,Mobiliario y Enseres
2025-11-01,Starbucks,10.88,gasto,Alimentacion (Fuera)
2025-11-02,Donacion,11.57,gasto,Otros Gastos y Diversos
2025-11-03,Grifo repsol panadería,17.31,gasto,Transporte y Comunicaciones
2025-11-03,Peluqueria,8.76,gasto,Otros Gastos y Diversos
2025-11-04,Grifo repsol compras semanales,14.56,gasto,Transporte y Comunicaciones
2025-11-05,Netflix suscripción mensual,7.72,gasto,Educacion y Ocio
2025-11-06,Spotify suscripción mensual,7.71,gasto,Educacion y Ocio
2025-11-07,Analisis laboratorio,8.15,gasto,Salud
2025-11-07,Comida rapida,13.59,gasto,Alimentacion (Fuera)
2025-11-07,Peluqueria,4.28,gasto,Otros Gastos y Diversos
2025-11-07,Gasolina bodega,19.47,gasto,Transporte y Comunicaciones
2025-11-07,Pollo compras semanales,39.44,gasto,Alimentacion (Hogar)
2025-11-08,Farmacia inkafarma,8.85,gasto,Salud
2025-11-08,Pago alquiler departamento,71.83,gasto,Vivienda y Servicios
2025-11-09,Analisis laboratorio,7.17,gasto,Salud
2025-11-09,Donacion,10.25,gasto,Otros Gastos y Diversos
2025-11-10,Luz del Sur recibo mensual,69.35,gasto,Vivienda y Servicios
2025-11-10,Cuidado personal,3.87,gasto,Otros Gastos y Diversos
2025-11-10,Consulta medica,8.36,gasto,Salud
2025-11-11,Cuidado personal,6.06,gasto,Otros Gastos y Diversos
2025-11-11,Vitaminas,7.71,gasto,Salud
2025-11-11,Peluqueria,8.47,gasto,Otros Gastos y Diversos
2025-11-11,Anticuchos,6.98,gasto,Alimentacion (Fuera)
2025-11-11,Grifo repsol bodega,19.28,gasto,Transporte y Comunicaciones
2025-11-12,Sedapal recibo mensual,62.02,gasto,Vivienda y Servicios
2025-11-12,Plaza vea panadería,47.04,gasto,Alimentacion (Hogar)
2025-11-12,Consulta medica,5.49,gasto,Salud
2025-11-13,Wong panadería,39.41,gasto,Alimentacion (Hogar)
2025-11-14,Gasolina bodega,22.23,gasto,Transporte y Comunicaciones
2025-11-14,Vitaminas,5.31,gasto,Salud
2025-11-15,Claro internet y telefono,64.3,gasto,Vivienda y Servicios
2025-11-16,Estacionamiento panadería,14.86,gasto,Transporte y Comunicaciones
2025-11-18,Cine peliculas con amigos,29.87,gasto,Educacion y Ocio
2025-11-18,Pasaje compras semanales,17.86,gasto,Transporte y Comunicaciones
2025-11-18,Menu,9.65,gasto,Alimentacion (Fuera)
2025-11-18,Donacion,7.32,gasto,Otros Gastos y Diversos
2025-11-18,Ripley,14.22,gasto,Vestido y Calzado
2025-11-18,Oechsle,5.77,gasto,Vestido y Calzado
2025-11-18,Saga,6.59,gasto,Vestido y Calzado
2025-11-19,Anticuchos,12.11,gasto,Alimentacion (Fuera)
2025-11-19,Ingreso por horas extra,111.73,ingreso,Salario
2025-11-20,Gimnasio cuota mensual,7.68,gasto,Educacion y Ocio
2025-11-20,Ropa,13.43,gasto,Vestido y Calzado
2025-11-21,Venta de libros usados,74.49,ingreso,Otros Ingresos
2025-11-21,Peluqueria,5.47,gasto,Otros Gastos y Diversos
2025-11-22,Starbucks,11.64,gasto,Alimentacion (Fuera)
2025-11-23,Carniceria panadería,49.54,gasto,Alimentacion (Hogar)
2025-11-24,Chifa,13.24,gasto,Alimentacion (Fuera)
2025-11-24,Frutas panadería,46.71,gasto,Alimentacion (Hogar)
2025-11-24,Uber compras semanales,15.17,gasto,Transporte y Comunicaciones
2025-11-25,Barberia,4.7,gasto,Otros Gastos y Diversos
2025-11-25,Zapatos,10.7,gasto,Vestido y Calzado
2025-11-25,Cuidado personal,6.46,gasto,Otros Gastos y Diversos
2025-11-26,Aceite compras semanales,43.11,gasto,Alimentacion (Hogar)
2025-11-27,Estacionamiento compras semanales,21.78,gasto,Transporte y Comunicaciones
2025-11-27,Farmacia inkafarma,5.18,gasto,Salud
2025-11-28,Analisis laboratorio,8.77,gasto,Salud
2025-11-29,Almuerzo restaurant,11.81,gasto,Alimentacion (Fuera)
2025-11-29,Comida rapida,12.18,gasto,Alimentacion (Fuera)
2025-11-30,Salario mensual empresa XYZ,1082.43,ingreso,Salario
2025-12-02,Frutas compras semanales,55.21,gasto,Alimentacion (Hogar)
2025-12-03,Cuidado personal,10.81,gasto,Otros Gastos y Diversos
2025-12-03,Vitaminas,7.35,gasto,Salud
2025-12-03,Anticuchos,11.14,gasto,Alimentacion (Fuera)
2025-12-03,Bus panadería,24.9,gasto,Transporte y Comunicaciones
2025-12-04,Gasolina compras semanales,25.35,gasto,Transporte y Comunicaciones
2025-12-04,Chifa,10.45,gasto,Alimentacion (Fuera)
2025-12-04,Accesorio,19.67,gasto,Vestido y Calzado
2025-12-05,Netflix suscripción mensual,7.1,gasto,Educacion y Ocio
2025-12-05,Leche bodega,48.62,gasto,Alimentacion (Hogar)
2025-12-06,Spotify suscripción mensual,6.81,gasto,Educacion y Ocio
2025-12-06,Wong panadería,58.3,gasto,Alimentacion (Hogar)
2025-12-07,Barberia,8.19,gasto,Otros Gastos y Diversos
2025-12-07,Cuidado personal,8.08,gasto,Otros Gastos y Diversos
2025-12-07,Peluqueria,6.01,gasto,Otros Gastos y Diversos
2025-12-07,Accesorio,14.43,gasto,Vestido y Calzado
2025-12-08,Pago alquiler departamento,69.07,gasto,Vivienda y Servicios
2025-12-08,Artículos de limpieza y hogar,33.49,gasto,Mobiliario y Enseres
2025-12-08,Cafe,8.47,gasto,Alimentacion (Fuera)
2025-12-09,Regalo,7.08,gasto,Otros Gastos y Diversos
2025-12-09,Cuidado personal,10.63,gasto,Otros Gastos y Diversos
2025-12-10,Luz del Sur recibo mensual,65.77,gasto,Vivienda y Servicios
2025-12-10,Grifo repsol panadería,17.68,gasto,Transporte y Comunicaciones
2025-12-10,Bembos,13.28,gasto,Alimentacion (Fuera)
2025-12-10,Anticuchos,11.97,gasto,Alimentacion (Fuera)
2025-12-12,Sedapal recibo mensual,72.65,gasto,Vivienda y Servicios
2025-12-12,Regalo,10.12,gasto,Otros Gastos y Diversos
2025-12-13,Anticuchos,12.81,gasto,Alimentacion (Fuera)
2025-12-13,Medicina,11.6,gasto,Salud
2025-12-14,Consulta medica,10.68,gasto,Salud
2025-12-14,Mass bodega,58.32,gasto,Alimentacion (Hogar)
2025-12-15,Gratificación legal Diciembre,1082.43,ingreso,Salario
2025-12-15,Arroz panadería,51.3,gasto,Alimentacion (Hogar)
2025-12-15,Claro internet y telefono,71.77,gasto,Vivienda y Servicios
2025-12-15,Ingreso por horas extra,70.91,ingreso,Salario
2025-12-15,Gasolina bodega,22.68,gasto,Transporte y Comunicaciones
2025-12-16,Cuidado personal,7.15,gasto,Otros Gastos y Diversos
2025-12-16,Bembos,15.35,gasto,Alimentacion (Fuera)
2025-12-17,Bodega bodega,38.15,gasto,Alimentacion (Hogar)
2025-12-17,Vitaminas,11.87,gasto,Salud
2025-12-17,Farmacia inkafarma,4.97,gasto,Salud
2025-12-17,Pasaje panadería,19.74,gasto,Transporte y Comunicaciones
2025-12-18,Estacionamiento panadería,17.74,gasto,Transporte y Comunicaciones
2025-12-20,Chifa,14.12,gasto,Alimentacion (Fuera)
2025-12-20,Gimnasio cuota mensual,7.93,gasto,Educacion y Ocio
2025-12-21,Saga,14.94,gasto,Vestido y Calzado
2025-12-22,Barberia,6.15,gasto,Otros Gastos y Diversos
2025-12-22,Medicina,6.75,gasto,Salud
2025-12-23,Concierto o evento cultural,14.3,gasto,Educacion y Ocio
2025-12-23,Peluqueria,8.02,gasto,Otros Gastos y Diversos
2025-12-24,Cine peliculas con amigos,11.06,gasto,Educacion y Ocio
2025-12-24,Venta de libros usados,47.28,ingreso,Otros Ingresos
2025-12-25,Pasaje bodega,22.44,gasto,Transporte y Comunicaciones
2025-12-26,Metropolitano panadería,19.33,gasto,Transporte y Comunicaciones
2025-12-26,Peluqueria,6.56,gasto,Otros Gastos y Diversos
2025-12-26,Farmacia inkafarma,11.26,gasto,Salud
2025-12-27,Carne panadería,33.69,gasto,Alimentacion (Hogar)
2025-12-27,Saga,11.4,gasto,Vestido y Calzado
2025-12-28,Accesorio,8.43,gasto,Vestido y Calzado
2025-12-29,Regalo,3.47,gasto,Otros Gastos y Diversos
2025-12-30,Salario mensual empresa XYZ,1082.43,ingreso,Salario
